TL Name,TL Reference,Monitored Object Name,Monitored Object Reference,Monitored Object Last Sample,Object Name Similarity %,TL Polling Frequency,Monitored Object Unit
HS_RM4002_VAV_CTRL_MODE_MV_TL,5606.490502.TL16,HS_RM4002_VAV_CTRL_MODE_MV,490502.MV1.Present_Value,2020-06-02 10:07:54,90.0,0,Units not found
HS_RM4002_RMT_CO_TL,5606.490502.TL17,HS_RM4002_VAV_RMT_CO,490502.CO1.Present_Value,2020-06-02 10:06:57,50.0,500,Units not found
HS_RM4002_VAV_DP_CO_TL,5606.490502.TL18,HS_RM4002_VAV_DP_CO,490502.CO2.Present_Value,2020-06-02 10:06:51,86.0,500,Units not found
HS_RM4002_SAT_CO_TL,5606.490502.TL19,HS_RM4002_SAT_CO,490502.CO3.Present_Value,2018-11-16 12:00:25,84.0,500,Units not found
HS_RM4002_VAV_SAT_TL,5606.490502.TL22,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_DP_TL,5606.490502.TL23,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_RMT_N_TL,5606.490502.TL24,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_RMT_S_TL,5606.490502.TL25,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_RHV_MOD_TL,5606.490502.TL26,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_DMP_MOD_TL,5606.490502.TL27,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_RAD_MOD_TL,5606.490502.TL28,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_RMT_SP_TL,5606.490502.TL29,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_FLOW_AV_TL,5606.490502.TL30,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_FLOW_SP_TL,5606.490502.TL31,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_DP_SP_TL,5606.490502.TL32,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_OAT_XFER_AV_TL,5606.490502.TL33,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_SAT_SP_TL,5606.490502.TL34,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_AHU105_SAT_SP_XFER_AV_TL,5606.490502.TL35,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_system_ST_BV_TL,5606.490502.TL36,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4002_VAV_system_SCH_BV_TL,5606.490502.TL37,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4002_VAV_system_UNIT_MODE_BV_TL,5606.490502.TL38,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4002_VAV_RMT_CO_TL,5606.490502.TL39,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4002_VAV_DP_CO_TL,5606.490502.TL40,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4002_VAV_SAT_CO_TL,5606.490502.TL41,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4002_VAV_CTRL_MODE_MV_TL,5606.490502.TL42,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4002_VAV_RHC_MOD_TL,5606.490503.TL1,HS_RM4002_VAV_RHC_MOD,490503.AO3.Present_Value,2018-11-16 12:02:42,88.0,30000,%
HS_RM4002_VAV_DMP_OP_TL,5606.490503.TL3,HS_RM4002_VAV_DMP_OP,490503.BO5.Present_Value,2018-11-16 12:02:44,87.0,0,Units not found
HS_RM4002_VAV_DMP_CL_TL,5606.490503.TL4,HS_RM4002_VAV_DMP_CL,490503.BO6.Present_Value,2018-11-16 12:02:45,87.0,0,Units not found
HS_RM4002_SAT_TL,5606.490503.TL5,HS_RM4002_SAT,490503.AI1.Present_Value,2018-11-16 12:02:35,81.0,30000,°C
HS_RM4002_VAV_DMP_FBK_TL,5606.490503.TL6,HS_RM4002_VAV_DMP_FBK,490503.AI4.Present_Value,2018-11-16 12:02:36,88.0,30000,%
HS_RM4002_VAV_DP_TL,5606.490503.TL7,HS_RM4002_VAV_DP,490503.AI5.Present_Value,2018-11-16 12:02:38,84.0,30000,Pa
HS_RM4002_RMT_TL,5606.490503.TL8,HS_RM4002_RMT,490503.AI101.Present_Value,2018-11-16 12:02:39,81.0,30000,°C
HS_RM4002_OAT_XFER_AV_TL,5606.490503.TL9,HS_RM4002_OAT_XFER_AV,490503.AV1.Present_Value,2018-11-16 12:00:38,88.0,30000,°C
HS_RM4002_RMT_SP_AV_TL,5606.490503.TL10,HS_RM4202_03_04_RMT_MIN_SP,490503.AV2.Present_Value,2020-06-02 10:09:39,23.0,30000,°C
HS_RM4002_VAV_FLOW_TL,5606.490503.TL11,HS_RM4202_03_04_VAV_FLOW_AV,490503.AV9.Present_Value,2020-06-02 10:10:02,22.0,30000,L/s
HS_RM4002_VAV_FLOW_SP_TL,5606.490503.TL12,HS_RM4202_03_04_VAV_FLOW_SP,490503.AV10.Present_Value,2020-06-02 10:09:58,22.0,30000,L/s
HS_RM4002_VAV_DP_SP_TL,5606.490503.TL13,HS_RM4002_VAV_DP_SP,490503.AV14.Present_Value,2018-11-16 12:00:59,86.0,30000,Pa
HS_RM4002_VAV_SAT_SP_TL,5606.490503.TL14,HS_RM4002_VAV_SAT_SP,490503.AV18.Present_Value,2018-11-16 12:01:50,87.0,30000,°C
HS_RM4002_VAV_RMT_AV_TL,5606.490503.TL15,HS_RM4002_VAV_RMT_AV,490503.AV21.Present_Value,2018-11-16 12:01:55,87.0,30000,°C
HS_RM4002_VAV_CTRL_MODE_MV_TL,5606.490503.TL16,HS_RM4202_03_04_VAV_CTRL_MODE_MV,490503.MV1.Present_Value,2020-06-02 10:16:09,19.0,0,Units not found
HS_RM4002_RMT_CO_TL,5606.490503.TL17,HS_RM4202_RMT_CO,490503.CO1.Present_Value,2020-06-02 10:13:58,32.0,500,Units not found
HS_RM4002_VAV_DP_CO_TL,5606.490503.TL18,HS_RM4202_03_04_VAV_DP_CO,490503.CO2.Present_Value,2020-06-02 10:13:58,24.0,500,Units not found
HS_RM4002_SAT_CO_TL,5606.490503.TL19,HS_RM4202_03_04_CO2_CO,490503.CO3.Present_Value,2020-06-02 10:13:59,27.0,500,Units not found
HS_RM4202_03_04_VAV_SAT_TL,5606.490503.TL43,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_VAV_DP_TL,5606.490503.TL44,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_RMT_TL,5606.490503.TL45,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_RMH_TL,5606.490503.TL46,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_CO2_TL,5606.490503.TL47,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4203_RMT_TL,5606.490503.TL48,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4203_RMH_TL,5606.490503.TL49,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4203_CO2_TL,5606.490503.TL50,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4204_RMT_TL,5606.490503.TL51,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4204_RMH_TL,5606.490503.TL52,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4204_CO2_TL,5606.490503.TL53,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_VAV_RHV_MOD_TL,5606.490503.TL54,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_VAV_DMP_MOD_TL,5606.490503.TL55,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_LIGHT_DIM_TL,5606.490503.TL56,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4203_LIGHT_DIM_TL,5606.490503.TL57,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4204_LIGHT_DIM_TL,5606.490503.TL58,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_RMT_VRSP_TL,5606.490503.TL59,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_VAV_FLOW_AV_TL,5606.490503.TL60,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_VAV_FLOW_SP_TL,5606.490503.TL61,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_VAV_DP_SP_TL,5606.490503.TL62,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_RMT_AVG_AV_TL,5606.490503.TL63,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_RMT_AVG_SP_TL,5606.490503.TL64,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_OAT_XFER_AV_TL,5606.490503.TL65,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_AVG_RMH_AV_TL,5606.490503.TL66,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_VAV_MIN_RMT_CO_AV_TL,5606.490503.TL67,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_03_04_VAV_SAT_SP_TL,5606.490503.TL68,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_AHU105_SAT_SP_XFER_AV_TL,5606.490503.TL69,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_RMT_SP_TL,5606.490503.TL70,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_LIGHT_OUTPUT_AV_TL,5606.490503.TL71,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_LIGHT_LAST_VALUE_AV_TL,5606.490503.TL72,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4203_RMT_SP_TL,5606.490503.TL73,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4203_LIGHT_OUTPUT_AV_TL,5606.490503.TL74,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4203_LIGHT_LAST_VALUE_AV_TL,5606.490503.TL75,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4204_RMT_SP_TL,5606.490503.TL76,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4204_LIGHT_OUTPUT_AV_TL,5606.490503.TL77,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4204_LIGHT_LAST_VALUE_AV_TL,5606.490503.TL78,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4202_WMD_TL,5606.490503.TL79,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4203_WMD_TL,5606.490503.TL80,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4204_WMD_TL,5606.490503.TL81,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4202_LIGHT_ON_TL,5606.490503.TL82,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4202_LIGHT_OFF_TL,5606.490503.TL83,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4203_LIGHT_ON_TL,5606.490503.TL84,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4203_LIGHT_OFF_TL,5606.490503.TL85,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4204_LIGHT_ON_TL,5606.490503.TL86,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4204_LIGHT_OFF_TL,5606.490503.TL87,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4202_03_04_VAV_system_ST_BV_TL,5606.490503.TL88,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4202_03_04_VAV_system_SCH_BV_TL,5606.490503.TL89,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4202_03_04_VAV_system_UNIT_MODE_BV_TL,5606.490503.TL90,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4202_03_04_MD_OCC_BV_TL,5606.490503.TL91,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4202_MD_OCC_BV_TL,5606.490503.TL92,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4203_MD_OCC_BV_TL,5606.490503.TL93,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4204_MD_OCC_BV_TL,5606.490503.TL94,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4202_RMT_CO_TL,5606.490503.TL95,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4202_03_04_VAV_DP_CO_TL,5606.490503.TL96,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4202_03_04_CO2_CO_TL,5606.490503.TL97,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4202_03_04_VAV_SAT_CO_TL,5606.490503.TL98,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4203_RMT_CO_TL,5606.490503.TL99,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4204_RMT_CO_TL,5606.490503.TL100,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4202_03_04_VAV_CTRL_MODE_MV_TL,5606.490503.TL101,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4202_KEY_PRESS_MV_TL,5606.490503.TL102,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4202_LIGHT_MODE_MV_TL,5606.490503.TL103,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4203_KEY_PRESS_MV_TL,5606.490503.TL104,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4203_LIGHT_MODE_MV_TL,5606.490503.TL105,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4204_KEY_PRESS_MV_TL,5606.490503.TL106,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4204_LIGHT_MODE_MV_TL,5606.490503.TL107,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4202_03_04_MAX_CO2_LEVEL_AV_TL,5606.490503.TL108,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4003_VAV_RHC_MOD_TL,5606.490504.TL1,HS_RM4003_VAV_RHC_MOD,490504.AO3.Present_Value,2018-11-22 11:35:00,88.0,30000,%
HS_RM4003_RAD_MOD_TL,5606.490504.TL2,HS_RM4003_RAD_MOD,490504.AO4.Present_Value,2018-11-22 11:35:02,85.0,30000,%
HS_RM4003_VAV_DMP_OP_TL,5606.490504.TL3,HS_RM4003_VAV_DMP_OP,490504.BO5.Present_Value,2018-11-22 11:35:26,87.0,0,Units not found
HS_RM4003_VAV_DMP_CL_TL,5606.490504.TL4,HS_RM4003_VAV_DMP_CL,490504.BO6.Present_Value,2018-11-22 11:35:27,87.0,0,Units not found
HS_RM4003_SAT_TL,5606.490504.TL5,HS_RM4003_SAT,490504.AI1.Present_Value,2018-11-22 11:35:06,81.0,30000,°C
HS_RM4003_VAV_DMP_FBK_TL,5606.490504.TL6,HS_RM4003_VAV_DMP_FBK,490504.AI4.Present_Value,2018-11-22 11:34:59,88.0,30000,%
HS_RM4003_VAV_DP_TL,5606.490504.TL7,HS_RM4003_VAV_DP,490504.AI5.Present_Value,2018-11-22 11:35:01,84.0,30000,Pa
HS_RM4003_RMT_TL,5606.490504.TL8,HS_RM4003_VAV_RMT_AV,490504.AV21.Present_Value,2018-11-22 11:35:00,50.0,30000,°C
HS_RM4003_OAT_XFER_AV_TL,5606.490504.TL9,HS_RM4205_RMT_SP,490504.AV1.Present_Value,2020-05-06 09:00:17,25.0,30000,°C
HS_RM4003_RMT_SP_AV_TL,5606.490504.TL10,HS_RM4205_RMT_MIN_SP,490504.AV2.Present_Value,2020-05-06 09:00:19,27.0,30000,°C
HS_RM4003_VAV_FLOW_TL,5606.490504.TL11,HS_RM4205_VAV_FLOW_AV,490504.AV9.Present_Value,2020-05-06 09:00:15,29.0,30000,L/s
HS_RM4003_VAV_FLOW_SP_TL,5606.490504.TL12,HS_RM4205_VAV_FLOW_SP,490504.AV10.Present_Value,2020-05-06 09:00:17,25.0,30000,L/s
HS_RM4003_VAV_DP_SP_TL,5606.490504.TL13,HS_RM4003_VAV_DP_SP,490504.AV14.Present_Value,2018-11-22 11:35:02,86.0,30000,Pa
HS_RM4003_VAV_SAT_SP_TL,5606.490504.TL14,HS_RM4003_VAV_SAT_SP,490504.AV18.Present_Value,2018-11-22 11:35:05,87.0,30000,°C
HS_RM4003_VAV_RMT_AV_TL,5606.490504.TL15,HS_RM4003_VAV_RMT_AV,490504.AV21.Present_Value,2018-11-22 11:35:00,87.0,30000,°C
HS_RM4003_VAV_CTRL_MODE_MV_TL,5606.490504.TL16,HS_RM4205_VAV_CTRL_MODE_MV,490504.MV1.Present_Value,2020-05-06 09:04:05,21.0,0,Units not found
HS_RM4003_RMT_CO_TL,5606.490504.TL17,HS_RM4205_RMT_CO,490504.CO1.Present_Value,2020-05-06 09:03:35,32.0,500,Units not found
HS_RM4003_VAV_DP_CO_TL,5606.490504.TL18,HS_RM4205_VAV_DP_CO,490504.CO2.Present_Value,2020-05-06 09:03:38,27.0,500,Units not found
HS_RM4003_SAT_CO_TL,5606.490504.TL19,HS_RM4205_CO2_CO,490504.CO3.Present_Value,2020-05-06 09:03:40,32.0,500,Units not found
HS_RM4205_VAV_SAT_TL,5606.490504.TL109,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4205_VAV_DP_TL,5606.490504.TL110,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4205_RMT_TL,5606.490504.TL111,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4205_RMH_TL,5606.490504.TL112,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4205_CO2_TL,5606.490504.TL113,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4205_VAV_RHV_MOD_TL,5606.490504.TL114,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4205_VAV_DMP_MOD_TL,5606.490504.TL115,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
