TL Name,TL Reference,Monitored Object Name,Monitored Object Reference,Monitored Object Last Sample,Object Name Similarity %,TL Polling Frequency,Monitored Object Unit
HS_RM3311_BLIND1_MV Shade Status_TL,5606.490441.TL24,HS_RM3311_BLIND1_MV Shade Status,490441.MV11.Present_Value,2020-06-02 09:42:19,91.0,0,Units not found
HS_RM3311_BLIND1_MV Shade Control_TL,5606.490441.TL25,HS_RM3311_BLIND1_MV Shade Control,490441.MV12.Present_Value,2020-06-02 09:42:20,92.0,0,Units not found
HS_RM3312_BLIND1_MV Shade Status_TL,5606.490441.TL26,HS_RM3312_BLIND1_MV Shade Status,490441.MV14.Present_Value,2020-06-02 09:42:19,91.0,0,Units not found
HS_RM3312_BLIND1_MV Shade Control_TL,5606.490441.TL27,HS_RM3312_BLIND1_MV Shade Control,490441.MV15.Present_Value,2020-06-02 09:42:20,92.0,0,Units not found
HS_RM3313_BLIND1_MV Shade Status_TL,5606.490441.TL28,HS_RM3313_BLIND1_MV Shade Status,490441.MV17.Present_Value,2020-06-02 09:42:18,91.0,0,Units not found
HS_RM3313_BLIND1_MV Shade Control_TL,5606.490441.TL29,HS_RM3313_BLIND1_MV Shade Control,490441.MV18.Present_Value,2020-06-02 09:42:38,92.0,0,Units not found
HS_RM3313_BLIND2_MV Shade Status_TL,5606.490441.TL30,HS_RM3313_BLIND2_MV Shade Status,490441.MV20.Present_Value,2020-06-02 09:42:40,91.0,0,Units not found
HS_RM3313_BLIND2_MV Shade Control_TL,5606.490441.TL31,HS_RM3313_BLIND2_MV Shade Control,490441.MV21.Present_Value,2020-06-02 09:42:37,92.0,0,Units not found
HS_RM3313_BLIND3_MV Shade Status_TL,5606.490441.TL32,HS_RM3313_BLIND3_MV Shade Status,490441.MV23.Present_Value,2020-06-02 09:42:39,91.0,0,Units not found
HS_RM3313_BLIND3_MV Shade Control_TL,5606.490441.TL33,HS_RM3313_BLIND3_MV Shade Control,490441.MV24.Present_Value,2020-06-02 09:42:40,92.0,0,Units not found
HS_RM3313_BLIND4_MV Shade Status_TL,5606.490441.TL34,HS_RM3313_BLIND4_MV Shade Status,490441.MV26.Present_Value,2020-06-02 09:42:38,91.0,0,Units not found
HS_RM3313_BLIND4_MV Shade Control_TL,5606.490441.TL35,HS_RM3313_BLIND4_MV Shade Control,490441.MV27.Present_Value,2020-06-02 09:42:39,92.0,0,Units not found
HS_RM3313_BLIND5_MV Shade Status_TL,5606.490441.TL36,HS_RM3313_BLIND5_MV Shade Status,490441.MV29.Present_Value,2020-06-02 09:42:37,91.0,0,Units not found
HS_RM3313_BLIND5_MV Shade Control_TL,5606.490441.TL37,HS_RM3313_BLIND5_MV Shade Control,490441.MV30.Present_Value,2020-06-02 09:42:57,92.0,0,Units not found
HS_RM3313_BLIND_GROUP_MV Shade Status_TL,5606.490441.TL38,HS_RM3313_BLIND_GROUP_MV Shade Status,490441.MV32.Present_Value,2020-06-02 09:42:59,93.0,0,Units not found
HS_RM3313_BLIND_GROUP_MV Shade Control_TL,5606.490441.TL39,HS_RM3313_BLIND_GROUP_MV Shade Control,490441.MV33.Present_Value,2020-06-02 09:42:57,93.0,0,Units not found
HS_AHU105_SF1_MOD_TL,5606.490500.TL1,HS_AHU105_SF1_MOD,490500.AO1301.Present_Value,2020-06-02 09:50:47,85.0,30000,%
HS_AHU105_RF_MOD_TL,5606.490500.TL2,HS_AHU105_RF_MOD,490500.AO1302.Present_Value,2020-06-02 09:50:45,84.0,30000,%
HS_AHU105_HV_MOD_TL,5606.490500.TL3,HS_AHU105_HV_MOD,490500.AO1401.Present_Value,2020-06-02 09:51:04,84.0,30000,%
HS_AHU105_CV_MOD_TL,5606.490500.TL4,HS_AHU105_CV_MOD,490500.AO1402.Present_Value,2020-06-02 09:51:05,84.0,30000,%
HS_AHU105_HUM_MOD_TL,5606.490500.TL5,HS_AHU105_HUM_MOD,490500.AO1403.Present_Value,2020-06-02 09:51:07,85.0,30000,%
HS_AHU105_FAD_MOD_TL,5606.490500.TL6,HS_AHU105_FAD_MOD,490500.AO1404.Present_Value,2020-06-02 09:51:04,85.0,30000,%
HS_AHU105_RAD_EAD_MOD_TL,5606.490500.TL8,HS_AHU105_EAD_MAD_MOD,490500.AO1502.Present_Value,2020-06-02 09:51:07,42.0,500,%
HS_AHU105_SF1_SS_TL,5606.490500.TL9,HS_AHU105_SF1_SS,490500.BO1201.Present_Value,2020-06-02 09:53:52,84.0,0,Units not found
HS_AHU105_RF_SS_TL,5606.490500.TL10,HS_AHU105_RF_SS,490500.BO1202.Present_Value,2020-06-02 09:53:53,83.0,0,Units not found
HS_AHU105_SF2_SS_TL,5606.490500.TL11,HS_AHU105_SF2_SS,490500.BO1203.Present_Value,2020-06-02 09:53:55,84.0,0,Units not found
HS_RC_L4109_EF8E_SS_TL,5606.490500.TL12,HS_MECH_RM4109_EF8E_SS,490500.BO1801.Present_Value,2020-06-02 09:53:52,14.0,0,Units not found
HS_RC_L4109_EF8F_SS_TL,5606.490500.TL13,HS_MECH_RM4109_EF8F_SS,490500.BO1802.Present_Value,2020-06-02 09:53:53,14.0,0,Units not found
HS_RC_L4109_OAD_SS_TL,5606.490500.TL14,HS_MECH_RM4109_OAD_SS,490500.BO1803.Present_Value,2020-06-02 09:53:55,14.0,0,Units not found
HS_RC_L4109_UH_SS_TL,5606.490500.TL15,HS_MECH_RM4109_UH_SS,490500.BO1804.Present_Value,2020-06-02 09:53:52,15.0,0,Units not found
HS_AHU105_SAT2_TL,5606.490500.TL17,HS_AHU105_SAT2,490500.AI1101.Present_Value,2020-06-02 09:49:03,82.0,30000,°C
HS_AHU105_RAT_TL,5606.490500.TL18,HS_AHU105_RAT,490500.AI1102.Present_Value,2020-06-02 09:49:04,81.0,30000,°C
HS_AHU105_MAT_TL,5606.490500.TL19,HS_AHU105_MAT,490500.AI1103.Present_Value,2020-06-02 09:49:04,81.0,30000,°C
HS_AHU105_OAT_TL,5606.490500.TL20,HS_AHU105_OAT,490500.AI1104.Present_Value,2020-06-02 09:49:05,81.0,30000,°C
HS_AHU105_SAH_TL,5606.490500.TL21,HS_AHU105_SAH,490500.AI1105.Present_Value,2020-06-02 09:49:23,81.0,30000,%RH
HS_AHU105_RAH_TL,5606.490500.TL22,HS_AHU105_RAH,490500.AI1106.Present_Value,2020-06-02 09:49:24,81.0,30000,%RH
HS_AHU105_DSP_TL,5606.490500.TL23,HS_AHU105_DSP,490500.AI1108.Present_Value,2020-06-02 09:49:25,81.0,30000,Pa
HS_AHU105_EOLSP1_TL,5606.490500.TL24,HS_AHU105_EOLSP1,490500.AI1201.Present_Value,2020-06-02 09:49:22,84.0,30000,Pa
HS_AHU105_SF1_DP_TL,5606.490500.TL25,HS_AHU105_SF1_DP,490500.AI1203.Present_Value,2020-06-02 09:49:25,84.0,30000,Pa
HS_AHU105_RF_DP_TL,5606.490500.TL26,HS_AHU105_RF_AFS,490500.AI1204.Present_Value,2020-06-02 09:49:22,72.0,30000,L/s
HS_AHU105_SF1_FBK_TL,5606.490500.TL27,HS_AHU105_SF1_FBK,490500.AI1301.Present_Value,2020-06-02 09:49:24,85.0,30000,%
HS_AHU105_RF_FBK_TL,5606.490500.TL28,HS_AHU105_RF_FBK,490500.AI1401.Present_Value,2020-06-02 09:49:25,84.0,30000,%
HS_AHU105_SF1_AMP_TL,5606.490500.TL29,HS_AHU105_SF1_AMP,490500.AI1501.Present_Value,2020-06-02 09:49:42,85.0,30000,A
HS_AHU105_RF_AMP_TL,5606.490500.TL30,HS_AHU105_RF_AMP,490500.AI1502.Present_Value,2020-06-02 09:49:43,84.0,30000,A
HS_AHU105_SF2_AMP_TL,5606.490500.TL31,HS_AHU105_SF2_AMP,490500.AI1503.Present_Value,2020-06-02 09:49:45,85.0,30000,A
HS_AHU105_SF2_FBK_TL,5606.490500.TL32,HS_AHU105_SF2_FBK,490500.AI1601.Present_Value,2020-06-02 09:49:42,85.0,30000,%
HS_AHU105_SAT1_TL,5606.490500.TL33,HS_AHU105_SAT1,490500.AI1606.Present_Value,2020-06-02 09:49:44,82.0,30000,°C
HS_AHU105_SF2_DP_TL,5606.490500.TL34,HS_AHU105_SF2_DP,490500.AI1607.Present_Value,2020-06-02 09:49:45,84.0,30000,Pa
HS_AHU105_SA_CO2_TL,5606.490500.TL35,HS_AHU105_SA_CO2,490500.AI1608.Present_Value,2020-06-02 09:49:43,84.0,30000,ppm
HS_RC_L4109_EF8E_ST_TL,5606.490500.TL36,HS_MECH_RM4109_EF8E_ST,490500.AI1801.Present_Value,2020-06-02 09:49:44,14.0,30000,A
HS_RC_L4109_EF8F_ST_TL,5606.490500.TL37,HS_MECH_RM4109_EF8F_ST,490500.AI1802.Present_Value,2020-06-02 09:49:46,14.0,30000,A
Run Clear Button_TL,5606.490500.TL38,Run Clear Button,490500.BI80.Present_Value,2020-06-02 09:53:09,84.0,0,Units not found
Unused Button_TL,5606.490500.TL39,Unused Button,490500.BI81.Present_Value,2020-06-02 09:53:30,81.0,0,Units not found
HS_AHU105_LL_TL,5606.490500.TL40,HS_AHU105_LL,490500.BI1107.Present_Value,2020-06-02 09:53:31,80.0,0,Units not found
HS_AHU105_SF1_BP_MON_TL,5606.490500.TL41,HS_AHU105_SF1_BP_MON,490500.BI1302.Present_Value,2020-06-02 09:53:33,87.0,0,Units not found
HS_AHU105_SF1_ENG_MON_TL,5606.490500.TL42,HS_AHU105_SF1_ENG_MON,490500.BI1303.Present_Value,2020-06-02 09:53:30,88.0,0,Units not found
HS_AHU105_SF1_AL_TL,5606.490500.TL43,HS_AHU105_SF1_AL,490500.BI1304.Present_Value,2020-06-02 09:53:32,84.0,0,Units not found
HS_AHU105_RF_BP_MON_TL,5606.490500.TL44,HS_AHU105_RF_BP_MON,490500.BI1402.Present_Value,2020-06-02 09:53:33,86.0,0,Units not found
HS_AHU105_RF_ENG_MON_TL,5606.490500.TL45,HS_AHU105_RF_ENG_MON,490500.BI1403.Present_Value,2020-06-02 09:53:31,87.0,0,Units not found
HS_AHU105_RF_AL_TL,5606.490500.TL46,HS_AHU105_RF_AL,490500.BI1404.Present_Value,2020-06-02 09:53:32,83.0,0,Units not found
HS_AHU105_SF2_BP_MON_TL,5606.490500.TL47,HS_AHU105_SF2_BP_MON,490500.BI1602.Present_Value,2020-06-02 09:53:33,87.0,0,Units not found
HS_AHU105_SF2_ENG_MON_TL,5606.490500.TL48,HS_AHU105_SF2_ENG_MON,490500.BI1603.Present_Value,2020-06-02 09:53:31,88.0,0,Units not found
HS_AHU105_SF2_AL_TL,5606.490500.TL49,HS_AHU105_SF2_AL,490500.BI1604.Present_Value,2020-06-02 09:53:32,84.0,0,Units not found
HS_AHU105_SF1_SUC_DMP_ST_TL,5606.490500.TL50,HS_AHU105_SF1_SUC_DMP_ST,490500.BI1701.Present_Value,2020-06-02 09:53:54,89.0,0,Units not found
HS_AHU105_SF2_SUC_DMP_ST_TL,5606.490500.TL51,HS_AHU105_SF2_SUC_DMP_ST,490500.BI1703.Present_Value,2020-06-02 09:53:51,89.0,0,Units not found
HS_AHU105_OAT_XFER_AV_TL,5606.490500.TL52,HS_AHU105_OAT_XFER_AV,490500.AV1.Present_Value,2020-06-02 09:51:05,88.0,30000,°C
HS_AHU105_SAT_SP_TL,5606.490500.TL53,HS_AHU105_SAT_SP,490500.AV2.Present_Value,2020-06-02 09:51:07,84.0,30000,°C
HS_AHU105_SAT_MIN_SP_TL,5606.490500.TL54,HS_AHU105_SAT_MIN_SP,490500.AV3.Present_Value,2020-06-02 09:51:05,87.0,30000,°C
HS_AHU105_SAT_MAX_SP_TL,5606.490500.TL55,HS_AHU105_SAT_MAX_SP,490500.AV4.Present_Value,2020-06-02 09:51:06,87.0,30000,°C
HS_AHU105_SAT1_LL_AV_TL,5606.490500.TL56,HS_AHU105_SAT1_LL_AV,490500.AV5.Present_Value,2020-06-02 09:51:29,87.0,30000,°C
HS_AHU105_SAT_AV_TL,5606.490500.TL57,HS_AHU105_SAT_AV,490500.AV6.Present_Value,2020-06-02 09:51:26,84.0,30000,°C
HS_AHU105_RAT_HL_AV_TL,5606.490500.TL58,HS_AHU105_RAT_HL_AV,490500.AV8.Present_Value,2020-06-02 09:51:25,86.0,30000,°C
HS_AHU105_OAT_HOT_AV_TL,5606.490500.TL60,HS_AHU105_OAT_HOT_AV,490500.AV11.Present_Value,2020-06-02 09:51:26,87.0,30000,°C
HS_AHU105_OAT_COLD_AV_TL,5606.490500.TL61,HS_AHU105_OAT_COLD_AV,490500.AV12.Present_Value,2020-06-02 09:51:27,88.0,30000,°C
HS_AHU105_SF1_FLOW_AV_TL,5606.490500.TL62,HS_AHU105_SF1_FLOW_AV,490500.AV15.Present_Value,2020-06-02 09:51:27,88.0,30000,L/s
HS_AHU105_SF1_KW_AV_TL,5606.490500.TL64,HS_AHU105_SF1_KW_AV,490500.AV17.Present_Value,2020-06-02 09:51:25,86.0,30000,kW
HS_AHU105_SF1_VOLTS_AV_TL,5606.490500.TL65,HS_AHU105_SF1_VOLTS_AV,490500.AV18.Present_Value,2020-06-02 09:51:27,88.0,30000,V
HS_AHU105_SF2_FLOW_AV_TL,5606.490500.TL66,HS_AHU105_SF2_FLOW_AV,490500.AV20.Present_Value,2020-06-02 09:51:29,88.0,30000,L/s
HS_AHU105_SF2_KW_AV_TL,5606.490500.TL68,HS_AHU105_SF2_KW_AV,490500.AV22.Present_Value,2020-06-02 09:51:48,86.0,30000,kW
HS_AHU105_SF2_VOLTS_AV_TL,5606.490500.TL69,HS_AHU105_SF2_VOLTS_AV,490500.AV23.Present_Value,2020-06-02 09:51:49,88.0,30000,V
HS_AHU105_RF_FLOW_OFFSET_AV_TL,5606.490500.TL70,HS_AHU105_RF_FLOW_OFFSET_AV,490500.AV24.Present_Value,2020-06-02 09:51:47,90.0,30000,L/s
HS_AHU105_RF_FLOW_AV_TL,5606.490500.TL71,HS_AHU105_RF_FLOW_AV,490500.AV25.Present_Value,2020-06-02 09:51:48,87.0,30000,L/s
HS_AHU105_RF_KW_AV_TL,5606.490500.TL73,HS_AHU105_RF_KW_AV,490500.AV27.Present_Value,2020-06-02 09:51:47,86.0,30000,kW
HS_AHU105_RF_VOLTS_AV_TL,5606.490500.TL74,HS_AHU105_RF_VOLTS_AV,490500.AV28.Present_Value,2020-06-02 09:51:48,88.0,30000,V
HS_AHU105_RF_FLOW_SP_TL,5606.490500.TL75,HS_AHU105_RF_FLOW_SP,490500.AV29.Present_Value,2020-06-02 09:51:49,87.0,30000,L/s
HS_AHU105_DSP_SP_TL,5606.490500.TL76,HS_AHU105_DSP_SP,490500.AV30.Present_Value,2020-06-02 09:51:47,84.0,30000,Pa
HS_AHU105_DSP_MIN_SP_TL,5606.490500.TL77,HS_AHU105_DSP_MIN_SP,490500.AV31.Present_Value,2020-06-02 09:51:48,87.0,30000,Pa
HS_AHU105_DSP_MAX_SP_TL,5606.490500.TL78,HS_AHU105_DSP_MAX_SP,490500.AV32.Present_Value,2020-06-02 09:51:50,87.0,30000,Pa
HS_AHU105_EOLSP1_SP_TL,5606.490500.TL79,HS_AHU105_EOLSP1_SP,490500.AV34.Present_Value,2020-06-02 09:52:07,86.0,30000,Pa
HS_AHU105_EOLSP1_MIN_SP_TL,5606.490500.TL80,HS_AHU105_EOLSP1_MIN_SP,490500.AV36.Present_Value,2020-06-02 09:52:08,88.0,30000,Pa
HS_AHU105_EOLSP1_MAX_SP_TL,5606.490500.TL81,HS_AHU105_EOLSP1_MAX_SP,490500.AV37.Present_Value,2020-06-02 09:52:09,88.0,30000,Pa
HS_AHU105_RAH_SP_TL,5606.490500.TL84,HS_AHU105_RAH_SP,490500.AV42.Present_Value,2020-06-02 09:52:09,84.0,30000,%RH
HS_AHU105_SAH_HL_AV_TL,5606.490500.TL88,HS_AHU105_SAH_HL_DEWPOINT_AV,490500.AV46.Present_Value,2020-06-02 09:52:10,61.0,30000,°C
HS_AHU105_RHV_MIN_AVG_AV_TL,5606.490500.TL89,HS_AHU105_RHV_MIN_AVG_AV,490500.AV55.Present_Value,2020-06-02 09:52:30,89.0,30000,%
HS_AHU105_RHV_MAX_AVG_AV_TL,5606.490500.TL90,HS_AHU105_RHV_MAX_AVG_AV,490500.AV56.Present_Value,2020-06-02 09:52:27,89.0,30000,%
HS_AHU105_VAV_FLOW_TOTAL_AV_TL,5606.490500.TL91,HS_AHU105_VAV_FLOW_TOTAL_AV,490500.AV70.Present_Value,2020-06-02 09:52:31,90.0,30000,L/s
HS_AHU105_VAV_FLOW_SP_TOTAL_AV_TL,5606.490500.TL92,HS_AHU105_VAV_FLOW_SP_TOTAL_AV,490500.AV71.Present_Value,2020-06-02 09:52:28,91.0,30000,L/s
HS_AHU105_VAV_MAX_POS_AV_TL,5606.490500.TL93,HS_AHU105_VAV_MAX_POS_AV,490500.AV72.Present_Value,2020-06-02 09:52:29,89.0,30000,%
HS_AHU105_RMT_AVG_AV_TL,5606.490500.TL94,HS_AHU105_RMT_AVG_AV,490500.AV75.Present_Value,2020-06-02 09:52:31,87.0,30000,°C
HS_AHU105_RMT_AVG_SP_TL,5606.490500.TL95,HS_AHU105_RMT_AVG_SP,490500.AV76.Present_Value,2020-06-02 09:52:48,87.0,30000,°C
HS_AHU105_RMT_MIN_AV_TL,5606.490500.TL96,HS_AHU105_RMT_MIN_AV,490500.AV77.Present_Value,2020-06-02 09:52:50,87.0,30000,°C
HS_AHU105_RMT_MAX_AV_TL,5606.490500.TL97,HS_AHU105_RMT_MAX_AV,490500.AV78.Present_Value,2020-06-02 09:52:51,87.0,30000,°C
HS_AHU105_SF1_ST_BV_TL,5606.490500.TL98,HS_AHU105_SF1_ST_BV,490500.BV1.Present_Value,2020-06-02 09:54:13,86.0,0,Units not found
HS_AHU105_SF2_ST_BV_TL,5606.490500.TL99,HS_AHU105_SF2_ST_BV,490500.BV2.Present_Value,2020-06-02 09:54:14,86.0,0,Units not found
HS_AHU105_RF_ST_BV_TL,5606.490500.TL100,HS_AHU105_RF_ST_BV,490500.BV3.Present_Value,2020-06-02 09:54:16,86.0,0,Units not found
HS_AHU105_SAT1_LL_BV_TL,5606.490500.TL101,HS_AHU105_SAT1_LL_BV,490500.BV4.Present_Value,2020-06-02 09:54:13,87.0,0,Units not found
HS_AHU105_DEHUM_PERM_BV_TL,5606.490500.TL102,HS_AHU105_DEHUM_PERM_BV,490500.BV8.Present_Value,2020-06-02 09:54:16,88.0,0,Units not found
HS_AHU105_UNIT_MODE_BV_TL,5606.490500.TL103,HS_AHU105_UNIT_MODE_BV,490500.BV10.Present_Value,2020-06-02 09:54:14,88.0,0,Units not found
HS_AHU105_OCC_SCH_BV_TL,5606.490500.TL104,HS_AHU105_OCC_SCH_BV,490500.BV11.Present_Value,2020-06-02 09:54:35,87.0,0,Units not found
HS_AHU105_SF1_SF2_ST_BV_TL,5606.490500.TL105,HS_COMMON_AREA_SCH_XFER_BV,490500.BV12.Present_Value,2020-06-02 09:54:36,12.0,0,Units not found
HS_AHU105_TEMP_MODE_MV_TL,5606.490500.TL106,HS_AHU105_TEMP_MODE_MV,490500.MV1.Present_Value,2020-06-02 09:56:39,88.0,0,Units not found
HS_AHU105_OPER_MODE_MV_TL,5606.490500.TL107,HS_AHU105_OPER_MODE_MV,490500.MV2.Present_Value,2020-06-02 09:56:38,88.0,0,Units not found
HS_AHU105_SF1_FBK_MV_TL,5606.490500.TL108,HS_AHU105_SF1_FBK_MV,490500.MV3.Present_Value,2020-06-02 09:56:39,87.0,0,Units not found
HS_AHU105_SF2_FBK_MV_TL,5606.490500.TL109,HS_AHU105_SF2_FBK_MV,490500.MV4.Present_Value,2020-06-02 09:56:40,87.0,0,Units not found
HS_AHU105_RF_FBK_MV_TL,5606.490500.TL110,HS_AHU105_RF_FBK_MV,490500.MV5.Present_Value,2020-06-02 09:56:38,86.0,0,Units not found
HS_AHU105_HUM_MODE_MV_TL,5606.490500.TL111,HS_AHU105_HUM_MODE_MV,490500.MV6.Present_Value,2020-06-02 09:56:39,88.0,0,Units not found
HS_AHU105_FAN_LEAD_MV_TL,5606.490500.TL112,HS_AHU105_FAN_LEAD_MV,490500.MV7.Present_Value,2019-07-24 09:12:05,88.0,0,Units not found
HS_AHU105_DSP_CO_TL,5606.490500.TL113,HS_AHU105_DSP_CO,490500.CO1.Present_Value,2020-06-02 09:54:36,84.0,500,Units not found
HS_AHU105_EOLSP1_CO_TL,5606.490500.TL114,HS_AHU105_EOLSP1_CO,490500.CO2.Present_Value,2020-06-02 09:54:37,86.0,500,Units not found
HS_AHU105_RF_MOD_CO_TL,5606.490500.TL115,HS_AHU105_RF_MOD_CO,490500.CO4.Present_Value,2020-06-02 09:54:54,86.0,500,Units not found
HS_AHU105_SAT_CO_TL,5606.490500.TL116,HS_AHU105_SAT_CO,490500.CO5.Present_Value,2020-06-02 09:54:55,84.0,500,Units not found
HS_AHU105_RAH_CO_TL,5606.490500.TL117,HS_AHU105_SA_DEWPOINT_CO,490500.CO11.Present_Value,2020-06-02 09:54:54,42.0,500,Units not found
HS_AHU105_SAH_HL_CO_TL,5606.490500.TL118,HS_AHU105_SAH_HL_CO,490500.CO12.Present_Value,2020-06-02 09:54:55,86.0,500,Units not found
HS_AHU105_SAT1_LL_COUNT_AV_TL,5606.490500.TL128,HS_AHU105_SAT1_LL_COUNT_AV,490500.AV52.Present_Value,2020-06-02 09:52:09,90.0,30000,
HS_RM4001_VAV_SAT_TL,5606.490501.TL1,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_VAV_DP_TL,5606.490501.TL2,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_VAV_RMT_TL,5606.490501.TL3,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_VAV_RHV_MOD_TL,5606.490501.TL4,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_VAV_DMP_MOD_TL,5606.490501.TL5,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4313_RAD_MOD_TL,5606.490501.TL6,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_VAV_RMT_SP_TL,5606.490501.TL7,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_VAV_FLOW_AV_TL,5606.490501.TL8,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_VAV_FLOW_SP_TL,5606.490501.TL9,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_VAV_DP_SP_TL,5606.490501.TL10,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_RMT_AV_TL,5606.490501.TL11,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_OAT_XFER_AV_TL,5606.490501.TL12,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_VAV_SAT_SP_TL,5606.490501.TL13,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_AHU105_SAT_SP_XFER_AV_TL,5606.490501.TL14,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4001_VAV_system_ST_BV_TL,5606.490501.TL15,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4001_VAV_system_SCH_BV_TL,5606.490501.TL16,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4001_VAV_system_UNIT_MODE_BV_TL,5606.490501.TL17,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4001_VAV_RMT_CO_TL,5606.490501.TL18,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4001_VAV_DP_CO_TL,5606.490501.TL19,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4001_VAV_SAT_CO_TL,5606.490501.TL20,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,3000,trend_log_input_ref not found
HS_RM4001_VAV_CTRL_MODE_MV_TL,5606.490501.TL21,trend_log_input_ref not found,Input_Ref not found,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
HS_RM4002_VAV_RHC_MOD_TL,5606.490502.TL1,HS_RM4002_VAV_RHC_MOD,490502.AO3.Present_Value,2018-11-16 12:01:34,88.0,30000,%
HS_RM4002_RAD_MOD_TL,5606.490502.TL2,trend_log_input_ref not found,490502.AO4.Present_Value,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
HS_RM4002_VAV_DMP_OP_TL,5606.490502.TL3,HS_RM4002_VAV_DMP_OP,490502.BO5.Present_Value,2018-11-16 12:01:22,87.0,0,Units not found
HS_RM4002_VAV_DMP_CL_TL,5606.490502.TL4,HS_RM4002_VAV_DMP_CL,490502.BO6.Present_Value,2018-11-16 12:01:54,87.0,0,Units not found
HS_RM4002_SAT_TL,5606.490502.TL5,HS_RM4002_SAT,490502.AI1.Present_Value,2018-11-16 11:59:39,81.0,30000,°C
HS_RM4002_VAV_DMP_FBK_TL,5606.490502.TL6,HS_RM4002_VAV_DMP_FBK,490502.AI4.Present_Value,2018-11-16 11:59:41,88.0,30000,%
HS_RM4002_VAV_DP_TL,5606.490502.TL7,HS_RM4002_VAV_DP,490502.AI5.Present_Value,2018-11-16 11:59:43,84.0,30000,Pa
HS_RM4002_RMT_TL,5606.490502.TL8,HS_RM4002_RMT,490502.AI101.Present_Value,2018-11-16 11:58:08,81.0,30000,°C
HS_RM4002_OAT_XFER_AV_TL,5606.490502.TL9,HS_RM4002_VAV_RMT_SP,490502.AV1.Present_Value,2020-06-02 10:05:48,42.0,30000,°C
HS_RM4002_RMT_SP_AV_TL,5606.490502.TL10,HS_RM4002_VAV_RMT_SP,490502.AV2.Present_Value,2018-11-16 12:02:05,45.0,30000,°C
HS_RM4002_VAV_FLOW_TL,5606.490502.TL11,HS_RM4002_VAV_FLOW_AV,490502.AV9.Present_Value,2020-06-02 10:05:47,90.0,30000,L/s
HS_RM4002_VAV_FLOW_SP_TL,5606.490502.TL12,HS_RM4002_VAV_FLOW_SP,490502.AV10.Present_Value,2020-06-02 10:05:48,88.0,30000,L/s
HS_RM4002_VAV_DP_SP_TL,5606.490502.TL13,HS_RM4002_VAV_DP_SP,490502.AV14.Present_Value,2018-11-16 12:01:21,86.0,30000,Pa
HS_RM4002_VAV_SAT_SP_TL,5606.490502.TL14,HS_RM4002_VAV_SAT_SP,490502.AV18.Present_Value,2018-11-16 12:01:52,87.0,30000,°C
HS_RM4002_VAV_RMT_AV_TL,5606.490502.TL15,HS_RM4002_VAV_RMT_AV,490502.AV21.Present_Value,2018-11-16 12:02:12,87.0,30000,°C
